LabNumber	SiteProvince	DistrictName	EpiWeek	SampleCollectionDate	Sequence_ID	SiteName	Lineages	Abundances
COV-24-0336	Western Cape	Cape Town MM	8.0	2024-02-20	COV-24-0336	Borcherds Quarry Wastewater Treatment Works	JN.1.X BA.2.86.X XBB.1.5.X Other	[0.79493351, 0.20506594999999997, 2.8e-07, 8.2e-07]
COV-22-171	Gauteng	Ekurhuleni MM	22.0	2022-05-31	COV-22-171	Hartebeesfontein Waterworks	BA.4.X BA.5.X Delta Other	[0.9998397600000001, 9.422000000000002e-05, 3.597e-05, 3.0070000000000002e-05]
NIC-22-0391	Gauteng	Tshwane MM	21.0	2022-05-24	NIC-22-0391	Rooiwal Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X BQ.1.X XBB.X Recombinants Other	[0.5410790400000001, 0.45842574, 9.413000000000001e-05, 5.714999999999999e-05, 1.2379999999999998e-05, 0.00020477, 0.00025414]
COV-24-0978	Gauteng	Ekurhuleni MM	20.0	2024-05-16	COV-24-0978	Tembisa Mall	KP.3.X KP.1.X JN.1.X KP.2.X Recombinants Other	[0.99034097, 0.008446980000000002, 0.0008411000000000001, 8.891e-05, 0.00011799, 0.00016405000000000003]
COV-24-0976	Gauteng	Ekurhuleni MM	20.0	2024-05-16	COV-24-0976	Midstream	JN.1.X BA.2.86.X KP.1.X KP.2.X KP.3.X BA.2.X Recombinants	[0.6315937900000002, 0.3629829799999999, 0.00364794, 0.0012797, 0.00023877, 6.499e-05, 0.00019166999999999999]
COV-23-50	Free State	Mangaung MM	8.0	2023-02-21	COV-23-50	Sterkwater Wastewater Treatment Works	BQ.1.X BA.5.X XBB.X BA.2.X Delta BA.1.X XEC.X Recombinants Other	[0.9993666499999999, 0.00017951, 5.654e-05, 0.00011077999999999999, 3.1820000000000004e-05, 2.846e-05, 1.161e-05, 0.00012908, 8.557999999999999e-05]
NIC-22-0488	Gauteng	Tshwane MM	26.0	2022-06-28	NIC-22-0488	Rooiwal Wastewater Treatment Works	BA.5.X Recombinants Other	[0.9996739899999999, 0.00020099, 0.00012501]
COV-24-0754	Gauteng	Ekurhuleni MM	16.0	2024-04-18	COV-24-0754	Olifantsfontein	JN.1.X BA.2.86.X KP.1.X XBB.X BQ.1.X Recombinants Other	[0.41832497999999996, 0.3448269900000001, 0.00033378, 5.083e-05, 4.698e-05, 0.23635045, 6.601e-05]
NIC-22-0900	KwaZulu-Natal	Ethekwini MM	43.0	2022-10-24	NIC-22-0900	Central Wastewater Treatment Works (KZN)	BA.5.X BQ.1.X BA.4.X Delta KP.2.X XBB.X JN.1.X Recombinants Other	[0.9857876300000001, 0.01377918, 5.333e-05, 1.036e-05, 5.67e-06, 4.33e-06, 3.17e-06, 0.00016667, 0.00018972]
NIC-22-1037	Gauteng	Tshwane MM	49.0	2022-12-07	NIC-22-1037	Daspoort Wastewater Treatment Works	BA.5.X BQ.1.X JN.1.X BA.1.X XBB.X Other Recombinants	[0.99973597, 5.4319999999999995e-05, 3.526e-05, 3.347e-05, 1.65e-05, 0.00011654, 8e-06]
COV-22-187	Gauteng	Ekurhuleni MM	28.0	2022-07-11	COV-22-187	ERWAT Vlakplaat Wastewater Treatment Works	BA.4.X BA.2.X JN.1.X BQ.1.X XBB.1.5.X Other	[0.99774244, 0.0018136699999999996, 0.00010559999999999999, 0.00010956, 5.371e-05, 0.00017502000000000001]
COV-22-44	Gauteng	Ekurhuleni MM	6.0	2022-02-08	COV-22-44	Hartebeesfontein Waterworks	BA.2.X BA.1.X XBB.1.5.X BA.5.X Delta XBB.1.9.X JN.1.X KP.3.X BQ.1.X Recombinants Other	[0.4554356, 0.016079600000000003, 8.3e-07, 1.3600000000000001e-06, 6.4e-07, 5.9e-07, 5.2e-07, 2.9e-07, 2.9e-07, 0.52848369, 5.58e-06]
COV-23-1035	Gauteng	Ekurhuleni MM	43.0	2023-10-23	COV-23-1035	Tembisa Mall	XBB.1.5.X BA.2.86.X XBB.X	[0.53707156, 0.46249996, 0.00042844]
COV-22-19	Gauteng	Tshwane MM	3.0	2022-01-18	COV-22-19	Rooiwal Wastewater Treatment Works	BA.1.X BA.2.X BA.5.X BA.2.12.X BA.4.X BQ.1.X KP.3.X XBB.X XBB.1.5.X XBB.1.9.X Recombinants Other	[0.56490584, 0.4341652999999999, 0.0003188, 5.755e-05, 4.934e-05, 2.98e-05, 3.23e-06, 1.48e-06, 1e-06, 5.2e-07, 0.000352, 0.00024738000000000006]
COV-23-76	KwaZulu-Natal	Ethekwini MM	13.0	2023-03-27	COV-23-76	Northern Wastewater Treatment Works (KZN)	XBB.1.5.X XBB.1.9.X XBB.X BA.2.X BQ.1.X Recombinants Other	[0.6691720100000002, 0.2875029100000002, 0.04237559999999999, 0.00022395, 5.303e-05, 0.00059044, 8.203e-05]
COV-23-93	Free State	Mangaung MM	14.0	2023-04-04	COV-23-93	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.9.X Recombinants Other	[0.8694865000000004, 0.12982767999999997, 0.00035711, 0.00017268, 0.000156]
NIC-22-0810	Western Cape	Cape Town MM	41.0	2022-10-10	NIC-22-0810	Borcherds Quarry Wastewater Treatment Works	BA.5.X BQ.1.X BA.1.X BA.2.X Recombinants Other	[0.9993190299999999, 8.92e-05, 3.7e-05, 5.203e-05, 0.00026270000000000004, 0.00024002]
COV-23-1295	Gauteng	Ekurhuleni MM	49.0	2023-12-07	COV-23-1295	Midstream	XBB.1.5.X BA.2.86.X XBB.1.9.X BA.2.X Recombinants	[0.18904432, 0.09090171, 0.31111065, 0.02256025, 0.37737836999999996]
COV-22-195	Gauteng	Tshwane MM	29.0	2022-07-20	COV-22-195	Daspoort Wastewater Treatment Works	Delta BA.5.X Other Recombinants	[0.9223234600000001, 8.566e-05, 0.07748378, 0.00010708000000000001]
COV-23-61	Gauteng	Ekurhuleni MM	10.0	2023-03-07	COV-23-61	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X XBB.X XBB.1.9.X BA.2.X Other Recombinants	[0.9993607, 0.00019074, 0.00010023000000000001, 1.411e-05, 0.00026814, 6.607999999999999e-05]
COV-23-81	Free State	Mangaung MM	13.0	2023-03-28	COV-23-81	Bloemspruit Wastewater Treatment Works	XBB.1.5.X XBB.1.9.X Other Recombinants	[0.9998491900000002, 4.024e-05, 7.510000000000001e-05, 3.548e-05]
COV-22-42	Gauteng	Tshwane MM	6.0	2022-02-08	COV-22-42	Rooiwal Wastewater Treatment Works	BA.2.X BA.4.X XBB.X BA.5.X Recombinants Other	[0.9991623100000001, 6.802e-05, 6.529e-05, 6.648e-05, 0.00042559999999999994, 0.00021232]
COV-23-0883	Gauteng	Johannesburg MM	39.0	2023-09-27	COV-23-0883	Bushkoppies Final	BA.2.86.X XBB.X XBB.1.5.X BA.2.X XBB.1.9.X Recombinants	[0.49105691, 0.26388334999999996, 0.14588857, 0.08930485999999999, 0.00926898, 0.00059709]
NIC-23-0305	KwaZulu-Natal	Ethekwini MM	12.0	2023-03-22	NIC-23-0305	Central Wastewater Treatment Works (KZN)	XBB.X XBB.1.5.X XBB.1.9.X Recombinants Other	[0.37696254999999995, 0.5920770500000003, 0.030843899999999997, 6.451e-05, 5.201e-05]
COV-23-72	Gauteng	Tshwane MM	12.0	2023-03-22	COV-23-72	Daspoort Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X XBB.X Recombinants Other	[0.33392088000000003, 0.6117332799999999, 0.00034009999999999997, 0.05381176000000001, 0.00019401]
COV-24-0121	Gauteng	Johannesburg MM	4.0	2024-01-24	COV-24-0121	Goudkoppies Wastewater Treatment Works	BA.2.86.X JN.1.X	[0.68, 0.32]
COV-23-0867	Gauteng	Tshwane MM	38.0	2023-09-22	COV-23-0867	Atteridgeville Train Station	XBB.1.5.X BA.2.86.X XBB.X BA.2.X BA.5.X Recombinants Other	[0.9386370100000001, 0.055950280000000005, 0.0023769100000000003, 0.0021830400000000002, 0.00014947000000000002, 0.00053127, 0.00017201]
COV-22-235	Eastern Cape	Buffalo City MM	34.0	2022-08-23	COV-22-235	Mdantsane Wastewater Treatment Works	BA.5.X BA.4.X	[0.99995473, 4.526e-05]
COV-24-0913	Mpumalanga	Ehlanzeni DM	19.0	2024-05-06	COV-24-0913	Kingstonvale	BA.2.86.X JN.1.X KP.3.X BA.5.X KP.2.X BA.2.X Recombinants	[0.7199709999999999, 0.2784756299999999, 0.00029126, 0.00016329, 0.00029302, 2.664e-05, 0.0007791499999999999]
COV-24-0238	Gauteng	Ekurhuleni MM	6.0	2024-02-08	COV-24-0238	Olifantsfontein	BA.2.86.X JN.1.X Recombinants	[0.82735802, 0.15749491, 0.01244054]
COV-24-0832	Gauteng	Ekurhuleni MM	18.0	2024-04-29	COV-24-0832	Olifantsfontein	JN.1.X BA.2.86.X BA.5.X BA.2.X Recombinants Other	[0.8323674, 0.16712408999999998, 0.000106, 2.2e-05, 0.00026448, 0.000116]
COV-23-1163	KwaZulu-Natal	Ethekwini MM	46.0	2023-11-13	COV-23-1163	Central Wastewater Treatment Works (KZN)	BA.2.86.X XBB.X XBB.1.5.X XBB.1.9.X BA.4.X BA.2.X BQ.1.X XEC.X BA.5.X Other Recombinants	[0.7542441900000001, 0.23164421999999998, 0.01187536, 0.00062758, 0.00011467, 0.0005914900000000002, 0.00020545, 6.998e-05, 9.522e-05, 0.000228, 0.00030384999999999993]
COV-22-228	Gauteng	Johannesburg MM	33.0	2022-08-16	COV-22-228	Goudkoppies Wastewater Treatment Works	BA.5.X BA.4.X Recombinants Other	[0.8565820000000001, 0.11488242, 0.02853514, 2.4e-07]
COV-22-230	KwaZulu-Natal	Ethekwini MM	33.0	2022-08-15	COV-22-230	Central Wastewater Treatment Works (KZN)	Delta BA.5.X BA.4.X BA.2.X XBB.1.5.X BQ.1.X XBB.X Recombinants Other	[0.8561196299999999, 0.037927480000000006, 0.01534694, 9.202e-05, 2.285e-05, 8.34e-06, 7.21e-06, 0.00011483, 0.18072045999999997]
COV-24-0748	Free State	Mangaung MM	16.0	2024-04-16	COV-24-0748	Sterkwater Wastewater Treatment Works	BA.2.86.X JN.1.X KP.2.X BA.5.X XBB.X BQ.1.X Recombinants Other	[0.6576906400000001, 0.30650866, 9.689e-05, 0.00012272, 6.36e-05, 4.5e-07, 0.035517349999999996, 3.16e-06]
COV-24-0776	Gauteng	Ekurhuleni MM	17.0	2024-04-22	COV-24-0776	Olifantsfontein	JN.1.X BA.2.86.X Recombinants Other	[0.6928391200000001, 0.3067021200000001, 0.00034708000000000004, 0.00011167999999999999]
COV-22-219	Free State	Mangaung MM	31.0	2022-08-02	COV-22-219	Bloemspruit Wastewater Treatment Works	BA.5.X XBB.1.9.X Delta Recombinants Other	[0.99976239, 8.5e-07, 4.2e-07, 0.00015697, 0.00016732]
COV-23-0760	Gauteng	Tshwane MM	35.0	2023-09-01	COV-23-0760	Vergenoeg	BA.2.86.X JN.1.X XBB.1.5.X BQ.1.X XBB.1.9.X BA.5.X Recombinants Other	[0.9998940700000001, 4.76e-05, 7.4e-07, 3.6e-07, 2.8e-07, 2.8e-07, 5.819e-05, 9.8e-07]
COV-23-193	Gauteng	Ekurhuleni MM	20.0	2023-05-16	COV-23-193	Hartebeesfontein Waterworks	XBB.1.5.X XBB.X BA.1.X Other	[0.9995807599999998, 0.00021716000000000001, 3.198e-05, 0.00016999000000000002]
COV-22-240	Gauteng	Ekurhuleni MM	35.0	2022-08-30	COV-22-240	ERWAT Vlakplaat Wastewater Treatment Works	BA.5.X BQ.1.X BA.2.X JN.1.X Delta XBB.1.5.X XBB.1.9.X KP.2.X XBB.X Recombinants Other	[0.9994109899999999, 0.00041160000000000003, 8.604e-05, 8.6e-07, 5.6e-07, 3.9e-07, 2.9e-07, 2.5e-07, 3.5e-07, 9.091e-05, 3.58e-06]
COV-24-0342	Gauteng	Johannesburg MM	8.0	2024-02-21	COV-24-0342	Klipspruit Veggies (After tunnel)	JN.1.X	[0.99871386]
COV-23-26	Gauteng	Tshwane MM	5.0	2023-02-01	COV-23-26	Daspoort Wastewater Treatment Works	BA.2.X BA.2.12.X XBB.X XBB.1.5.X BQ.1.X Delta JN.1.X KP.2.X BA.5.X XBB.1.9.X Recombinants Other	[0.99950208, 0.00012079, 5.301e-05, 4.896e-05, 1.14e-06, 1.14e-06, 1.16e-06, 7e-07, 1.2099999999999998e-06, 4.3e-07, 0.00027608, 6.4e-06]
COV-22-243	Gauteng	Tshwane MM	35.0	2022-08-31	COV-22-243	Daspoort Wastewater Treatment Works	BA.5.X BA.4.X BA.2.X Recombinants Other	[0.8108745299999998, 0.18883499999999998, 6.094e-05, 0.00016588, 6.365e-05]
COV-23-1151	Gauteng	Ekurhuleni MM	46.0	2023-11-13	COV-23-1151	Midstream	BA.2.86.X XBB.X XBB.1.5.X BA.2.X XBB.1.9.X BA.5.X BA.4.X JN.1.X Recombinants Other	[0.5954609799999999, 0.30951849, 0.058103089999999996, 0.03509429, 0.00041642, 0.00022074000000000003, 6.256e-05, 3.281e-05, 0.00086956, 0.00022103000000000002]
COV-23-498	Gauteng	Johannesburg MM	28.0	2023-07-12	COV-23-498	Bushkoppies Inlet	XBB.1.9.X XBB.1.5.X XBB.X BQ.1.X Recombinants Other	[0.46547354000000013, 0.5339150000000004, 0.00039211, 3.6e-07, 0.00010489, 0.00011392000000000001]
COV-23-1058	Free State	Mangaung MM	43.0	2023-10-24	COV-23-1058	Sterkwater Wastewater Treatment Works	XBB.1.5.X XBB.X BA.2.86.X KP.2.X BA.2.X Other	[0.4676512, 0.46478122000000005, 0.06756767, 5.1e-07, 6.1e-07, 1.5599999999999999e-06]
COV-22-130	Gauteng	Tshwane MM	16.0	2022-04-19	COV-22-130	Rooiwal Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X Recombinants Other	[0.92156264, 0.0780843, 0.00015337, 8.869e-05, 0.00011101]
COV-24-0173	Gauteng	Johannesburg MM	5.0	2024-01-31	COV-24-0173	Goudkoppies Wastewater Treatment Works	JN.1.X BA.2.86.X	[0.69636959, 0.30186486999999995]
COV-23-541	KwaZulu-Natal	Ethekwini MM	29.0	2023-07-18	COV-23-541	Northern Wastewater Treatment Works (KZN)	BA.2.X XBB.1.9.X XBB.X Other Recombinants	[0.9997637400000001, 3.8e-05, 2.253e-05, 7.282e-05, 0.00010295]
COV-23-0737	Gauteng	Tshwane MM	35.0	2023-08-29	COV-23-0737	SAPS Training College	XBB.1.5.X BA.2.86.X XBB.X BA.2.X Recombinants	[0.41434362, 0.18196732999999998, 0.39285397999999994, 0.01069231, 0.00014266]
COV-24-0808	Western Cape	Cape Town MM	17.0	2024-04-23	COV-24-0808	Borcherds Quarry Wastewater Treatment Works	JN.1.X KP.2.X BA.2.86.X KP.3.X BA.2.X XBB.1.9.X XBB.X KP.1.X Recombinants Other	[0.7944875499999998, 0.08567842999999999, 0.10369194000000001, 0.012093959999999999, 0.0028803399999999995, 8.388e-05, 0.00023478000000000003, 0.00024382, 0.0006051499999999999, 5.000000000000001e-07]
COV-22-345	KwaZulu-Natal	Ethekwini MM	49.0	2022-12-05	COV-22-345	Central Wastewater Treatment Works (KZN)	BA.5.X XBB.X BQ.1.X BA.2.X Recombinants Other	[0.9996497900000001, 3.635e-05, 2.555e-05, 1.643e-05, 0.00016685999999999998, 0.00010501000000000001]
COV-24-0770	Eastern Cape	Nelson Mandela Bay MM	16.0	2024-04-15	COV-24-0770	Brickfield Pre-treatment Works	BA.2.86.X JN.1.X BA.2.X Other	[0.99979029, 0.00020899999999999998, 6.3e-07, 3.6e-07]
COV-24-0687	Gauteng	Johannesburg MM	15.0	2024-04-10	COV-24-0687	Bushkoppies Final	JN.1.X BA.2.86.X KP.2.X KP.3.X XBB.1.5.X Recombinants Other	[0.61767021, 0.12660355, 0.00019208, 9.215e-05, 5.8e-05, 0.255315, 6.9e-05]
NIC-23-0195	Gauteng	Tshwane MM	8.0	2023-02-22	NIC-23-0195	SAPS Training College	XBB.1.5.X XBB.X BA.5.X BQ.1.X XBB.1.9.X BA.2.X BA.4.X Recombinants Other	[0.4075065500000001, 0.17490799999999998, 0.15241571999999998, 0.00037555, 9.418e-05, 4.491e-05, 3.386e-05, 0.26432148, 0.00029969]
COV-22-247	Eastern Cape	Buffalo City MM	35.0	2022-08-30	COV-22-247	East Bank Wastewater Treatment Works	BA.5.X BQ.1.X Other	[0.99972437, 8.763e-05, 0.00018806999999999998]
NIC-22-006	Gauteng	Ekurhuleni MM	1.0	2022-01-04	NIC-22-006	Hartebeesfontein Waterworks	BA.1.X BA.2.X BA.5.X XBB.1.9.X BQ.1.X BA.4.X BA.2.12.X XBB.1.5.X Other Recombinants	[0.5982385699999999, 0.0009257899999999999, 0.00022983, 4.737e-05, 4.111e-05, 0.00010329000000000001, 3.448e-05, 1.859e-05, 0.33428376, 0.06607722000000002]
COV-22-301	Free State	Mangaung MM	43.0	2022-10-25	COV-22-301	Bloemspruit Wastewater Treatment Works	BA.5.X BQ.1.X Delta BA.2.X BA.4.X XBB.1.5.X Recombinants Other	[0.99940074, 8.440999999999999e-05, 2.877e-05, 4.376e-05, 1.81e-05, 1.279e-05, 0.00023773, 0.00017378]
COV-24-0761	North West	Ngaka Modiri Molema DM	16.0	2024-04-16	COV-24-0761	Mmabatho Water Treatment Works	JN.1.X BA.2.86.X BA.2.X Recombinants	[0.9948222000000001, 0.004642070000000001, 4.42e-05, 0.0004915399999999999]
COV-22-273	Gauteng	Tshwane MM	39.0	2022-09-28	COV-22-273	Daspoort Wastewater Treatment Works	BA.5.X BQ.1.X BA.4.X BA.2.X Other Recombinants	[0.9083052100000003, 0.046207479999999995, 0.045120919999999995, 0.00011468, 0.00015501, 9.665999999999999e-05]
COV-24-1034	Eastern Cape	Buffalo City MM	20.0	2024-05-21	COV-24-1034	Mdantsane Wastewater Treatment Works	JN.1.X BA.2.86.X BA.5.X XBB.1.5.X Delta BA.2.X KP.3.X XBB.X BA.1.X XBB.1.9.X BQ.1.X Other	[0.99017963, 0.00981848, 1.85e-06, 1.13e-06, 1.14e-06, 7.4e-07, 5.4e-07, 7.5e-07, 3.2e-07, 5e-07, 2.1e-07, 7.66e-06]
COV-23-551	Gauteng	Tshwane MM	30.0	2023-07-21	COV-23-551	Atteridgeville Train Station	XBB.1.5.X XBB.X XBB.1.9.X BA.5.X Recombinants Other	[0.6741727000000001, 0.32434976999999987, 0.00102339, 8.779e-05, 0.00022522, 0.00014103]
COV-23-1142	Gauteng	Tshwane MM	45.0	2023-11-08	COV-23-1142	Rooiwal Wastewater Treatment Works	BA.2.86.X XBB.X XBB.1.5.X XBB.1.9.X BA.4.X JN.1.X Recombinants Other	[0.69738876, 0.25868499, 0.04285252, 0.00014291, 0.00013627, 0.00014097, 0.00046956999999999994, 0.00018399999999999997]
COV-22-280	Eastern Cape	Buffalo City MM	40.0	2022-10-04	COV-22-280	Mdantsane Wastewater Treatment Works	BA.5.X	[0.99847844]
COV-22-282	Free State	Mangaung MM	40.0	2022-10-04	COV-22-282	Sterkwater Wastewater Treatment Works	BA.5.X	[0.99718642]
COV-22-284	KwaZulu-Natal	Ethekwini MM	41.0	2022-10-10	COV-22-284	Central Wastewater Treatment Works (KZN)	BA.5.X BA.2.X BA.1.X BQ.1.X BA.4.X Other Recombinants	[0.9146692699999996, 0.08435262, 5.865e-05, 3.666e-05, 2.678e-05, 0.00034736, 0.0005086499999999999]
COV-23-0699	Gauteng	Ekurhuleni MM	34.0	2023-08-21	COV-23-0699	Namane Drive	XBB.1.5.X XBB.X BA.2.86.X BA.2.X	[0.58539488, 0.22262885000000002, 0.14922996, 0.03554616]
COV-24-0806	Eastern Cape	Buffalo City MM	17.0	2024-04-23	COV-24-0806	Mdantsane Wastewater Treatment Works	BA.2.86.X JN.1.X BA.2.X KP.2.X XBB.1.5.X BQ.1.X BA.5.X Recombinants Other	[0.48165001, 0.51435562, 0.0033053500000000003, 0.00014997, 0.00016558, 5.736e-05, 8.854e-05, 0.00015361, 7.403e-05]
COV-24-0745	Mpumalanga	Ehlanzeni DM	16.0	2024-04-15	COV-24-0745	Kingstonvale	JN.1.X BA.2.86.X Recombinants	[0.8159626199999999, 0.18382537, 0.00021201]
COV-24-0623	Gauteng	Tshwane MM	14.0	2024-04-02	COV-24-0623	Atteridgeville Train Station	JN.1.X BA.2.86.X XBB.1.5.X BA.2.X XBB.X BA.5.X Delta XBB.1.9.X KP.2.X BQ.1.X Recombinants Other	[0.9997023299999999, 0.00012889, 1.8900000000000001e-06, 1.75e-06, 2.5599999999999996e-06, 1.97e-06, 8.1e-07, 1.15e-06, 4.9e-07, 8.4e-07, 0.00016567, 1.15e-05]
NIC-22-0358	Gauteng	Johannesburg MM	21.0	2022-05-24	NIC-22-0358	Goudkoppies Wastewater Treatment Works	BA.4.X BA.2.X XBB.X BA.2.12.X BA.5.X KP.3.X XBB.1.5.X Delta Recombinants Other	[0.99292106, 0.006617400000000001, 8.902e-05, 2.3e-05, 5.493e-05, 1.753e-05, 3.5369999999999995e-05, 2.326e-05, 0.00011751, 0.0002017]
COV-22-291	Gauteng	Ekurhuleni MM	42.0	2022-10-18	COV-22-291	Hartebeesfontein Waterworks	BA.5.X BQ.1.X BA.2.X BA.4.X Recombinants Other	[0.7665539900000002, 0.19909109999999994, 5.09e-05, 5.249e-05, 0.03406637, 0.00018502]
COV-22-292	KwaZulu-Natal	Ethekwini MM	42.0	2022-10-17	COV-22-292	Central Wastewater Treatment Works (KZN)	BA.5.X BA.4.X BQ.1.X Recombinants Other	[0.9994393300000001, 0.00020134, 9.995e-05, 7.841e-05, 0.00018103000000000002]
COV-24-0266	Gauteng	Tshwane MM	7.0	2024-02-13	COV-24-0266	Daspoort Wastewater Treatment Works	JN.1.X	[0.99945382]
COV-22-153	Gauteng	Ekurhuleni MM	19.0	2022-05-09	COV-22-153	ERWAT Vlakplaat Wastewater Treatment Works	BA.4.X BA.5.X BA.2.X BQ.1.X Recombinants Other	[0.88319786, 0.11306506, 0.00051912, 5.789e-05, 0.00309302, 6.704000000000001e-05]
NIC-23-0560	Gauteng	Tshwane MM	21.0	2023-05-24	NIC-23-0560	Rooiwal Wastewater Treatment Works	XBB.1.9.X XBB.1.5.X XBB.X Recombinants Other	[0.81399887, 0.18319444000000004, 0.00245375, 0.00024582, 0.00010702]
COV-23-499	Gauteng	Johannesburg MM	28.0	2023-07-12	COV-23-499	Bushkoppies Final	XBB.1.9.X BA.2.86.X XBB.1.5.X XBB.X BA.5.X BA.1.X Recombinants Other	[0.73070871, 0.26628634000000007, 0.00204185, 0.0005645100000000001, 1.953e-05, 1.129e-05, 0.00022575999999999998, 0.00014202]
COV-23-1030	Gauteng	Tshwane MM	42.0	2023-10-20	COV-23-1030	SAPS Training College	BA.2.86.X XBB.1.5.X XBB.1.9.X XBB.X BA.2.X BA.5.X Recombinants	[0.8680399999999999, 0.04096195, 0.07215239999999998, 0.01675137, 0.00055062, 0.00036948, 0.00117415]
COV-22-271	Free State	Mangaung MM	39.0	2022-09-27	COV-22-271	Bloemspruit Wastewater Treatment Works	BA.5.X XBB.1.5.X BA.2.X BQ.1.X JN.1.X Delta Recombinants Other	[0.9999995199999997, 6.6e-07, 6e-07, 2.9e-07, 3.7999999999999996e-07, 2.3e-07, 2.1e-07, 2e-06]
COV-23-25	Gauteng	Ekurhuleni MM	5.0	2023-01-31	COV-23-25	Hartebeesfontein Waterworks	BA.5.X BQ.1.X XBB.X Recombinants Other	[0.49962183000000004, 0.50002654, 2.6110000000000002e-05, 0.00011194, 0.00042815999999999997]
COV-24-1011	KwaZulu-Natal	Ethekwini MM	21.0	2024-05-20	COV-24-1011	Northern Wastewater Treatment Works (KZN)	KP.1.X KP.2.X BA.2.86.X JN.1.X KP.3.X XBB.X Recombinants Other	[0.7723909699999999, 0.15178227, 0.058017330000000006, 0.01705996, 0.00038469, 2.406e-05, 0.00026345, 7.698e-05]
COV-23-181	Gauteng	Tshwane MM	19.0	2023-05-12	COV-23-181	Kalafong Hospital	XBB.1.5.X XBB.X Other Recombinants	[0.99952343, 0.00024491, 0.00020486000000000001, 2.682e-05]
COV-24-0507	Gauteng	Ekurhuleni MM	11.0	2024-03-12	COV-24-0507	ERWAT Vlakplaat Wastewater Treatment Works	BA.2.86.X JN.1.X KP.2.X Recombinants Other	[0.6310979999999998, 0.36860700999999985, 5.16e-05, 0.00019342, 5.001e-05]
COV-23-1028	Eastern Cape	Buffalo City MM	42.0	2023-10-19	COV-23-1028	Mdantsane Wastewater Treatment Works	XBB.X XBB.1.9.X BA.2.86.X BA.2.X Recombinants	[0.389527, 0.36090831, 0.0833333, 0.07962965999999999, 0.0866017]
COV-23-606	Gauteng	Johannesburg MM	31.0	2023-08-02	COV-23-606	Bushkoppies Final	XBB.X XBB.1.5.X XBB.1.9.X BA.1.X BA.2.X BA.5.X Other Recombinants	[0.9807784900000013, 0.01784093000000001, 0.0009608600000000001, 9.153e-05, 8.533e-05, 5.857e-05, 0.00016758, 1.628e-05]
COV-22-306	Gauteng	Johannesburg MM	44.0	2022-11-01	COV-22-306	Goudkoppies Wastewater Treatment Works	BA.5.X BQ.1.X BA.4.X Delta Recombinants Other	[0.9982577800000001, 0.0010146, 0.00010152, 3.315e-05, 0.00015207, 0.00044083999999999996]
NIC-22-0619	Gauteng	Ekurhuleni MM	31.0	2022-08-02	NIC-22-0619	Hartebeesfontein Waterworks	BA.4.X BA.5.X BA.2.X BQ.1.X Other	[0.70177222, 0.29793605999999995, 0.00021077, 1.995e-05, 6.101e-05]
COV-23-0962	Gauteng	Ekurhuleni MM	41.0	2023-10-10	COV-23-0962	Hartebeesfontein Waterworks	XBB.X BA.2.86.X XBB.1.5.X BA.2.X XBB.1.9.X BA.4.X BA.5.X BQ.1.X Recombinants Other	[0.4471096200000001, 0.47991736999999995, 0.057913509999999994, 0.01372052, 0.00071316, 0.00011558, 3.4e-07, 2.1e-07, 0.00050993, 1.7e-06]
NIC-23-0461	Gauteng	Ekurhuleni MM	17.0	2023-04-25	NIC-23-0461	ERWAT Vlakplaat Wastewater Treatment Works	XBB.1.5.X XBB.X JN.1.X BA.5.X BA.2.X BQ.1.X KP.1.X XBB.1.9.X Recombinants Other	[0.99946624, 0.00014001, 4.409999999999999e-06, 2.85e-06, 9.4e-07, 1.22e-06, 2.3e-07, 5.7e-07, 1.494e-05, 0.0007720800000000001]
COV-21-224	KwaZulu-Natal	Ethekwini MM	42.0	2021-10-18	COV-21-224	Central Wastewater Treatment Works (KZN)	XBB.1.5.X BA.5.X Other Recombinants	[0.9996371, 2.543e-05, 0.00029361, 4.385e-05]
COV-24-0688	Gauteng	Johannesburg MM	15.0	2024-04-10	COV-24-0688	Goudkoppies Wastewater Treatment Works	JN.1.X BA.2.86.X Delta BA.2.X KP.2.X KP.1.X KP.3.X BA.4.X BA.5.X XBB.X Other Recombinants	[0.76856294, 0.14323675, 0.046235719999999994, 0.00218515, 0.00034973000000000003, 0.000501, 0.00016863, 0.00012783, 0.00014103, 6.824e-05, 0.037822280000000014, 0.00060054]
COV-22-314	Gauteng	Ekurhuleni MM	45.0	2022-11-08	COV-22-314	ERWAT Vlakplaat Wastewater Treatment Works	BA.5.X BQ.1.X BA.4.X XBB.X KP.1.X XBB.1.9.X BA.2.X KP.2.X BA.1.X Recombinants Other	[0.9994983499999998, 0.00011297, 1.857e-05, 1.607e-05, 1.208e-05, 8.1e-06, 8.05e-06, 3.34e-06, 2.72e-06, 0.00011558, 0.00020431999999999997]
